a,b,c,seed,model,metric,value
0.3,0.1,0.5,4133,eta_bench,F,0.08812647157753112
0.3,0.1,0.5,4133,eta_bench,ACC,0.7464222243008137
0.3,0.1,0.5,9658,eta0,AUC,0.8395502129910628
0.3,0.1,0.5,9658,eta0,F,0.5262693156732893
0.3,0.1,0.5,9658,eta0,ACC,0.8142956040152302
0.3,0.1,0.5,9658,eta0_bench,AUC,0.8395502129910628
0.3,0.1,0.5,9658,eta0_bench,F,0.09413281753707285
0.3,0.1,0.5,9658,eta0_bench,ACC,0.7568362755278644
0.3,0.1,0.5,9658,eta1,AUC,0.8398508185387356
0.3,0.1,0.5,9658,eta1,F,0.5545253863134659
0.3,0.1,0.5,9658,eta1,ACC,0.794626501119479
0.3,0.1,0.5,9658,eta1_bench,AUC,0.4759139038852407
0.3,0.1,0.5,9658,eta1_bench,F,0.008836524300441826
0.3,0.1,0.5,9658,eta1_bench,ACC,0.7260329737431305
0.3,0.1,0.5,9658,eta,AUC,0.8488824109397257
0.3,0.1,0.5,9658,eta,F,0.5540720961281709
0.3,0.1,0.5,9658,eta,ACC,0.8125526143485174
0.3,0.1,0.5,9658,eta_bench,AUC,0.8414235932260877
0.3,0.1,0.5,9658,eta_bench,F,0.04622283546050362
0.3,0.1,0.5,9658,eta_bench,ACC,0.741371246843139
0.3,0.1,0.5,5890,eta0,AUC,0.835188040861886
0.3,0.1,0.5,5890,eta0,F,0.4296875
0.3,0.1,0.5,5890,eta0,ACC,0.7978539286950502
0.3,0.1,0.5,5890,eta0_bench,AUC,0.835188040861886
0.3,0.1,0.5,5890,eta0_bench,F,0.1301326595072647
0.3,0.1,0.5,5890,eta0_bench,ACC,0.7616822429906542
0.3,0.1,0.5,5890,eta1,AUC,0.8138929863664235
0.3,0.1,0.5,5890,eta1,F,0.5390191897654584
0.3,0.1,0.5,5890,eta1,ACC,0.7799715041726033
0.3,0.1,0.5,5890,eta1_bench,AUC,0.5158349827240363
0.3,0.1,0.5,5890,eta1_bench,F,0.024853801169590645
0.3,0.1,0.5,5890,eta1_bench,ACC,0.7284754732342764
0.3,0.1,0.5,5890,eta,AUC,0.8372588171723888
0.3,0.1,0.5,5890,eta,F,0.4862948960302457
0.3,0.1,0.5,5890,eta,ACC,0.7966513890188008
0.3,0.1,0.5,5890,eta_bench,AUC,0.8350541294144499
0.3,0.1,0.5,5890,eta_bench,F,0.07331975560081466
0.3,0.1,0.5,5890,eta_bench,ACC,0.744645028528669
0.3,0.1,0.5,5253,eta0,AUC,0.8303304082391979
0.3,0.1,0.5,5253,eta0,F,0.5127978817299206
0.3,0.1,0.5,5253,eta0,ACC,0.8089304257528557
0.3,0.1,0.5,5253,eta0_bench,AUC,0.8303304082391979
0.3,0.1,0.5,5253,eta0_bench,F,0.09922680412371135
0.3,0.1,0.5,5253,eta0_bench,ACC,0.7580477673935618
0.3,0.1,0.5,5253,eta1,AUC,0.8338318944323392
0.3,0.1,0.5,5253,eta1,F,0.5451388888888888
0.3,0.1,0.5,5253,eta1,ACC,0.7866883777732546
0.3,0.1,0.5,5253,eta1_bench,AUC,0.5516207291596469
0.3,0.1,0.5,5253,eta1_bench,F,0.008836524300441826
0.3,0.1,0.5,5253,eta1_bench,ACC,0.7260329737431305
0.3,0.1,0.5,5253,eta,AUC,0.8444053792937963
0.3,0.1,0.5,5253,eta,F,0.5290437890974085
0.3,0.1,0.5,5253,eta,ACC,0.8028248059115144
0.3,0.1,0.5,5253,eta_bench,AUC,0.8309557014722876
0.3,0.1,0.5,5253,eta_bench,F,0.04968944099378882
0.3,0.1,0.5,5253,eta_bench,ACC,0.7424001496585914
0.3,0.1,0.5,2392,eta0,AUC,0.8394350484829923
0.3,0.1,0.5,2392,eta0,F,0.5429638854296388
0.3,0.1,0.5,2392,eta0,ACC,0.8094496365524403
0.3,0.1,0.5,2392,eta0_bench,AUC,0.8394350484829923
0.3,0.1,0.5,2392,eta0_bench,F,0.12688442211055279
0.3,0.1,0.5,2392,eta0_bench,ACC,0.7594323295257874
0.3,0.1,0.5,2392,eta1,AUC,0.8339806099875287
0.3,0.1,0.5,2392,eta1,F,0.5389815232086526
0.3,0.1,0.5,2392,eta1,ACC,0.7917769183798087
0.3,0.1,0.5,2392,eta1_bench,AUC,0.4051398591798888
0.3,0.1,0.5,2392,eta1_bench,F,0.016140865737344093
0.3,0.1,0.5,2392,eta1_bench,ACC,0.7270506818644413
0.3,0.1,0.5,2392,eta,AUC,0.8489668908941165
0.3,0.1,0.5,2392,eta,F,0.543752720940357
0.3,0.1,0.5,2392,eta,ACC,0.8039472453465532
0.3,0.1,0.5,2392,eta_bench,AUC,0.8409076475783165
0.3,0.1,0.5,2392,eta_bench,F,0.05690778196777511
0.3,0.1,0.5,2392,eta_bench,ACC,0.742680759517351
0.3,0.1,0.5,110,eta0,AUC,0.8307287382272766
0.3,0.1,0.5,110,eta0,F,0.5217017619252257
0.3,0.1,0.5,110,eta0,ACC,0.8073727933541017
0.3,0.1,0.5,110,eta0_bench,AUC,0.8307287382272766
0.3,0.1,0.5,110,eta0_bench,F,0.13073538654934005
0.3,0.1,0.5,110,eta0_bench,ACC,0.7606438213914849
0.3,0.1,0.5,110,eta1,AUC,0.8367910219899349
0.3,0.1,0.5,110,eta1,F,0.545373665480427
0.3,0.1,0.5,110,eta1,ACC,0.7919804600040709
0.3,0.1,0.5,110,eta1_bench,AUC,0.4425681325236551
0.3,0.1,0.5,110,eta1_bench,F,0.014673514306676448
0.3,0.1,0.5,110,eta1_bench,ACC,0.726643598615917
0.3,0.1,0.5,110,eta,AUC,0.8430506780497354
0.3,0.1,0.5,110,eta,F,0.5321793164669331
0.3,0.1,0.5,110,eta,ACC,0.8028248059115144
0.3,0.1,0.5,110,eta_bench,AUC,0.8299245769462188
0.3,0.1,0.5,110,eta_bench,F,0.0522875816993464
0.3,0.1,0.5,110,eta_bench,ACC,0.7423066130390048
